"doc_id","from","text"
"682","MACE WINDU","referring prophesy bring balance force boy"
"683","QUI-GON","presume"
"684","YODA","revealed opinion"
"685","QUI-GON","request boy tested"
"686","YODA","trained jedi request"
"687","QUI-GON","finding force doubt"
"688","MACE WINDU","bring"
"689","GUARD","boy padme"
"690","RABE","send"
"691","RABE","annie padme"
"692","AMIDALA",""
"693","RABE","anakin skywalker padme highness"
"694","AMIDALA","padme errand"
"695","ANAKIN","jedi temple start training hope wanted goodbye"
"696","AMIDALA","heart"
"697","ANAKIN","highness disturbed"
"698","PALPATINE","federation moves defer motion majesty beg resolution end congressional session"
"699","AMIDALA","confidence senator"
"700","PALPATINE","force election supreme chancellor promise support chance majesty chance"
"701","AMIDALA","chancellor valorum bring motion vote"
"702","PALPATINE","distracted afraid"
"703","VALORUM","chair recognizes senator sovereign system naboo"
"704","PALPATINE","supreme chancellor delegates senate tragedy occurred peaceful system naboo caught dispute aware began taxation trade routes engulfed entire planet oppression trade federation"
"705","LOTT DOD","outrageous object senator's statements"
"706","VALORUM","chair recognize senator trade federation time return station"
"707","PALPATINE","state allegations present queen amidala recently elected ruler naboo speak behalf"
"708","AMIDALA","honorable representatives republic distinguished delegates honor supreme chancellor valorum gravest circumstances naboo system invaded force invaded laws republic droid armies trade"
"709","LOTT DOD","object proof incredible recommend commission naboo ascertain truth"
"710","AKS MOE","congress malastare concurs honorable delegate trade federation commission appointed law"
"711","VALORUM","point"
"712","PALPATINE","enter bureaucrats true rulers republic payroll trade federation add chancellor valorum's strength disappear"
"713","VALORUM","point conceded section 523a precedence queen amidala naboo defer motion commission explore validity accusations"
"714","AMIDALA","defer resolve attack sovereignty elected watch people suffer die discuss invasion committee body capable action suggest leadership needed move vote confidence chancellor valorum's leadership"
"715","MAS AMEDDA","order order"
"716","PALPATINE","majesty tide valorum voted assure elect chancellor strong chancellor tragedy continue"
"717","OBI-WAN","boy pass council's tests master"
"718","QUI-GON","anakin jedi promise"
"719","OBI-WAN","defy council master"
"720","QUI-GON",""
"721","OBI-WAN","master sitting council follow code time"
"722","QUI-GON","learn young apprentice"
"723","ANAKIN","ship cup speeder"
"724","YODA","good good young feel"
"725","ANAKIN","cold sir"
"726","YODA","afraid"
"727","ANAKIN","sir"
"728","YODA",""
"729","MACE WINDU","mindful feelings"
"730","KI-ADI-MUNDI","thoughts dwell mother"
"731","ANAKIN","miss"
"732","YODA","afraid lose"
"733","ANAKIN",""
"734","YODA","fear path dark side fear leads anger anger leads hate hate leads suffering sense fear"
"735","JAR JAR","yousa tinken yousa people ganna die"
"736","AMIDALA",""
"737","JAR JAR","gungans ganna pasted eh"
"738","AMIDALA","hope"
"739","JAR JAR","gungans die'n fight wesa warriors wesa gotta grand army dat liken metinks"
"740","CAPT. PANAKA","highness senator palpatine nominated succeed valorum supreme chancellor"
"741","PALPATINE","surprise promise majesty elected bring democracy back republic put end corruption"
"742","AMIDALA","nominated"
"743","CAPT. PANAKA","bail antilles alderaan ainlee teem malastare"
"744","PALPATINE","feel confident situation create strong sympathy vote chancellor promise"
"745","AMIDALA","fear time control bureaucrats senator left cities people life"
"746","PALPATINE","understand concern majesty federation possession planet law favor"
"747","AMIDALA","senate transition senator arena feel return mine decided back naboo"
"748","PALPATINE","back majesty realistic danger force sign treaty"
"749","AMIDALA","sign treaty senator fate people captain"
"750","CAPT. PANAKA","highness"
"751","AMIDALA","ready ship"
"752","PALPATINE","majesty stay safe"
"753","AMIDALA","place safe senate condemn invasion clear republic longer functions democracy win election senator stop federation pray bring sanity compassion back senate"
"754","KI-ADI-MUNDI","force strong"
"755","QUI-GON","trained"
"756","MACE WINDU","trained"
"757","QUI-GON",""
"758","MACE WINDU","anger"
"759","QUI-GON","chosen"
"760","YODA","clouded boy's future masked youth"
"761","QUI-GON","train anakin padawan learner"
"762","YODA","apprentice qui-gon impossible"
"763","MACE WINDU","forbid"
"764","QUI-GON","obi-wan ready"
"765","OBI-WAN","ready face trials"
"766","YODA","ready early ready"
"767","QUI-GON","headstrong learn living force capable learn"
"768","YODA","young skywalker's fate decided"
"769","MACE WINDU","time senate voting supreme chancellor queen amidala returning home puts pressure federation widen confrontation"
"770","KI-ADI-MUNDI","draw queen's attacker"
"771","MACE WINDU","queen naboo discover identity dark warrior clue unravel mystery sith"
"772","YODA","force"
"773","OBI-WAN","disrespect master truth"
"774","QUI-GON","point view"
"775","OBI-WAN","boy dangerous sense"
"776","QUI-GON","fate uncertain dangerous council decide anakin's future board"
"777","ARTOO","beeps"
"778","ANAKIN","master qui-gon sir problem"
"779","QUI-GON","annie allowed train watch mindful remember focus determines reality stay close safe"
"780","ANAKIN","master sir heard yoda talking midi-chlorians wondering midi-chlorians"
"781","QUI-GON","midi-chlorians microscopic lifeform reside living cells communicates force"
"782","ANAKIN","live inside"
"783","QUI-GON","cells symbionts midi-chlorians"
"784","ANAKIN","symbionts"
"785","QUI-GON","life forms living mutual advantage midi-chlorians life exist knowledge force continually speak telling force learn quiet mind hear speaking"
"786","ANAKIN","understand"
"787","QUI-GON","time training annie"
"788","QUI-GON","highness pleasure continue serve protect"
"789","AMIDALA","senator palpatine fears federation means destroy"
"790","QUI-GON","promise happen"
"791","JAR JAR","wesa goen home"
"792","ANAKIN","r2"
"793","ARTOO","beeps"
"794","DARTH SIDIOUS","viceroy planet secure"
"795","NUTE","lord pockets primitive life forms complete control planet"
"796","DARTH SIDIOUS","good senate things stay sending darth maul join deal jedi"
"797","NUTE","lord"
"798","RUNE","sith lord"
"799","RIC OLIE","forward stabilizer"
"800","ANAKIN","control pitch"
"801","RIC OLIE","catch pretty quick"
"802","CAPT. PANAKA","moment land federation arrest force sign treaty"
"803","QUI-GON","agree hope accomplish"
"804","AMIDALA","back"
"805","CAPT. PANAKA","twelve highness army"
"806","QUI-GON","fight war highness protect"
"807","AMIDALA","jar jar binks"
"808","JAR JAR","mesa highness"
"809","AMIDALA",""
"810","RIC OLIE","battleship scope"
"811","OBI-WAN","droid control ship"
"812","CAPT. PANAKA","spotted"
"813","OBI-WAN","time"
"814","OBI-WAN","jar jar gungan city master"
"815","QUI-GON","good"
"816","OBI-WAN","queen's idea work"
"817","QUI-GON","gungans easily swayed power"
"818","OBI-WAN","behavior master place disagree boy grateful ready trials"
"819","QUI-GON","good apprentice wiser obi-wan foresee great jedi knight"
"820","JAR JAR","dare-sa dare kinda fight tink gungas gungas"
"821","OBI-WAN","camps"
"822","CAPT. PANAKA","wiped"
"823","JAR JAR","mesa tink gungan hiden trouble sacred place mackineeks find dare"
"824","QUI-GON",""
"825","JAR JAR","heyo dadee big boss nass honor"
"826","BOSS NASS","jar jar da uss-en"
"827","AMIDALA","queen amidala naboo peace"
"828","BOSS NASS","naboo biggen yousa bringen da mackineeks dya busten uss-enomm yousa bombad yousa die'n mesa tink"
"829","AMIDALA","searched form alliance"
"830","PADME","honor"
"831","BOSS NASS","whosa dis"
"832","PADME","queen amidala decoy protection loyal bodyguard deception circumstances protect agree honor great societies lived peace trade federation destroyed worked hard build hiding people camps act quickly lost forever beg humble servants fate hands"
"833","BOSS NASS","yousa tinken yousa greater den da gungans mesa dis wesa bein friends"
"834","NUTE","patrols located starship swamp long lord"
"835","DARTH SIDIOUS","unexpected move aggressive lord maul mindful"
"836","DARTH SIDIOUS","patient make move"
"837","DARTH MAUL","master"
"838","GUNGAN LOOKOUT","daza comen"
"839","ANAKIN",""
"840","BOSS NASS","yousa doen grand jar jar bringen da naboo"
"841","JAR JAR",""
"842","BOSS NASS","wesa maken yousa bombad general"
"843","JAR JAR","general"
"844","PADME","situation"
"845","CAPT. PANAKA","everyone's camps hundred police guards formed underground movement brought leaders federation army's larger thought stronger highness battle win"
"846","PADME","battle diversion gungans draw droid army cities enter city secret passages waterfall side main entrance captain panaka create diversion enter palace capture viceroy viceroy lost confused master jedi"
"847","QUI-GON","viceroy guarded"
"848","CAPT. PANAKA","difficulty's throne room inside problem"
"849","QUI-GON","possibility diversion gungans killed"
"850","BOSS NASS","wesa ready are-sa part"
"851","PADME","plan immobilize droid army send pilots knock droid control ship orbiting planet past ray shields sever communication droids helpless"
"852","QUI-GON","well-conceived plan great risk weapons fighters penetrate shields control ship"
"853","OBI-WAN","bigger danger viceroy escapes highness return droid army"
"854","PADME","fail viceroy depends"
"855","ARTOO","beeps"
"856","DARTH SIDIOUS","foolish thought"
"857","NUTE","sending troops meet army assembling swamp appears made primitives expect resistance"
"858","NUTE","approval proceed lord"
"859","DARTH SIDIOUS","proceed wipe put"
"860","GENERAL CEEL","halt energize shields"
"861","QUI-GON","inside annie find safe place hide stay"
"862","ANAKIN",""
"863","QUI-GON","stay"
"864","NUTE","thought battle place close"
"865","NUTE","activate droids"
"866","OOM-9","sir"
"867","PADME","ships"
"868","QUI-GON","ani find cover"
"869","ARTOO","whistles"
"870","ANAKIN","hey wait"
"871","ARTOO","whistles"
"872","PADME","guess viceroy throne room"
"873","CAPT. PANAKA","red group blue group"
"874","ANAKIN","hey wait"
"875","QUI-GON","annie stay stay"
"876","ANAKIN",""
"877","QUI-GON","stay cockpit"
"878","QUI-GON","handle"
"879","ARTOO","beeps"
"880","ANAKIN","gotta artoo"
"881","ARTOO","beeps"
"882","ANAKIN","trigger oops wrong"
"883","ARTOO","beeps"
"884","ANAKIN","automatic pilot override"
"885","ARTOO","beeps"
"886","ANAKIN"," autopilot taking"
"887","PADME","time captain"
"888","CAPT. PANAKA","ascension guns"
"889","ANAKIN","whoo boy tense"
"890","ARTOO","beeps"
"891","ANAKIN","oops artoo autopilot gonna killed"
"892","ARTOO","beeps"
"893","ANAKIN","control artoo"
"894","ARTOO","beeps"
"895","ANAKIN","back qui-gon told stay cockpit gonna"
"896","ARTOO","beeps"
"897","ANAKIN","spinning good trick"
"898","ARTOO","beeps"
"899","ANAKIN","trouble hang mess"
"900","ARTOO","beeps"
"901","ANAKIN",""
"902","PADME","throw weapons win round"
"903","ARTOO","beeps"
"904","ANAKIN","hit"
"905","ARTOO","beeps"
"906","ANAKIN","stop stop whoa"
"907","ARTOO","beeps"
"908","ANAKIN","everything's overheated lights red"
"909","ARTOO","beeps"
"910","JAR JAR","dissa bad berry bombad"
"911","GENERAL CEEL","mesa hopen dissa working da queen"
"912","NUTE","insurrection end highness time sign treaty end pointless debate senate"
"913","SABE","signing treaty viceroy lost"
"914","NUTE","decoy"
"915","CAPT. PANAKA","jam doors"
"916","PADME","viceroy end occupation"
"917","QUI-GON","late"
"918","OBI-WAN",""
"919","QUI-GON","obi-wan promise promise train boy"
"920","OBI-WAN","master"
"921","QUI-GON","chosen bring balance train"
"922","ANAKIN","power shields"
"923","ARTOO","beeps"
"924","ANAKIN","outta"
"925","ARTOO","beeps"
"926","ANAKIN","podracing"
"927","ARTOO","beeps"
"928","TEY HOW","sir losing power problem main reactor"
"929","DOFINE","impossible shield"
"930","BRAVO TWO","blowing inside"
"931","RIC OLIE","hit"
"932","BRAVO THREE","outta main hold"
"933","JAR JAR","was'n"
"934","GENERAL CEEL","control ship destroyed"
"935","JAR JAR","broke-ed"
"936","PADME","viceroy back senate explain"
"937","CAPT. PANAKA","kiss trade franchise goodbye"
"938","PALPATINE","indebted bravery obi-wan kenobi"
"939","PALPATINE","young skywalker watch career great interest"
"940","AMIDALA","congratulations election chancellor good"
"941","PALPATINE","good home boldness saved people majesty congratulated bring peace prosperity republic"
"942","YODA","confer level jedi knight council agree taking boy padawan learner"
"943","OBI-WAN","qui-gon believed qui-gon"
"944","YODA","chosen boy grave danger fear training"
"945","OBI-WAN","master yoda gave qui-gon word train anakin approval council"
"946","YODA","qui-gon's defiance sense agree council apprentice young skywalker"
"947","ANAKIN","happen"
"948","OBI-WAN","master jedi promise"
"949","MACE WINDU","doubt mysterious warrior sith"
"950","YODA","master apprentice"
"951","MACE WINDU","destroyed master apprentice"
