"doc_id","from","text"
"664","ANAKIN","stay good people padme safe"
"665","OWEN","speeder bike"
"666","PADME","anakin"
"667","ANAKIN","trust watch owen"
"668","OWEN","worry"
"669","ANAKIN","long"
"670","JANGO FETT","son"
"671","BOBA FETT","dad"
"672","JANGO FETT","hang"
"673","BOBA FETT","dad watch"
"674","JANGO FETT","stay calm son fine jedi follow"
"675","BOBA FETT","yeahhhhh"
"676","JANGO FETT",""
"677","C-3PO","leave miss padme people"
"678","PADME","leaving threepio sleep"
"679","C-3PO","relate protocol droid active inactive in-between"
"680","PADME","guess lucky"
"681","C-3PO","suppose expect"
"682","PADME","happy"
"683","C-3PO","unhappy masters kind trouble embarrassing"
"684","PADME",""
"685","C-3PO","naked pardon expression master annie made found time give outer covering humiliating circuits showing"
"686","PADME","guess"
"687","C-3PO","simply protocol"
"688","PADME",""
"689","C-3PO","master annie"
"690","PADME","box coverings"
"691","C-3PO","observant miss padme mechanically minded"
"692","PADME","put"
"693","C-3PO","ooooh tickles"
"694","PADME","quiet threepio hold"
"695","ANAKIN","mom mom mom"
"696","SHMI","annie"
"697","ANAKIN","i’m mom you’re safe hang i’m"
"698","SHMI","i’m glad annie complete"
"699","ANAKIN","stay mom i’m make everything’s fine"
"700","SHMI","handsome son grown-up son i’m proud annie proud missed love"
"701","OBI-WAN","guiding light folks home"
"702","OBI-WAN","starships trade federation commerce guilds taking deliveries battle droids foundries geonosis"
"703","BAIL ORGANA","outrageous treaty forbids trade federation building army"
"704","OBI-WAN","droid foundry working full capacity investigate bring jango fett back home interrogation"
"705","PALPATINE","geonosian foundries part techno union call representatives pointed questions"
"706","OBI-WAN","thing jango mentioned recruited named darth tyranus idea"
"707","YODA","forename darth sith"
"708","MACE WINDU","missing apprentice playing hand"
"709","OBI-WAN","mysterious sifo-dyas made deal clone army"
"710","YODA","pieces missing puzzle"
"711","MACE WINDU","careful obi-wan investigation routine"
"712","OBI-WAN","figure"
"713","BAIL ORGANA","commerce guilds preparing war doubt"
"714","PALPATINE","count dooku made treaty"
"715","MACE WINDU","stop fully ready"
"716","SENATOR ASK AAK","debate clone army"
"717","BAIL ORGANA","debate senate approve army separatists attack"
"718","MAS AMEDDA","crisis senate votes chancellor emergency powers approve army minute"
"719","PALPATINE","emergency powers extreme solution akin dictatorship rely jedi master yoda geonosis"
"720","YODA","hundred"
"721","BAIL ORGANA","due respect jedi order hundred match hundreds thousands battle droids"
"722","MACE WINDU","patience wait obi wan report back count dooku made treaty corporate alliance speculation"
"723","SENATOR ASK AAK","prepare worst propose motion granting emergency powers chancellor session wait"
"724","PALPATINE","question senator closely aligned issue partisan debates begin proposal neutral source"
"725","MAS AMEDDA","senator amidala"
"726","JAR JAR","supreme chancellor august colleagues proud propose motion question grave situation senator amidala queen naboo agree"
"727","SENATOR ASK AAK","representative binks"
"728","PALPATINE","called serve saddest day life"
"729","PADME",""
"730","C-3PO","um"
"731","OWEN","great perfect"
"732","C-3PO","perfect miss padme happy pardon"
"733","C-3PO",""
"734","C-3PO",""
"735","OWEN","padme mom"
"736","C-3PO",""
"737","BERU","topside back back"
"738","OBI-WAN","alliance pledged armies count dooku forming wait ah attack make aaaggghhh"
"739","ANAKIN",""
"740","PADME","thought thing retransmit message coruscant"
"741","ANAKIN","yeah"
"742","MACE WINDU","deal count dooku important thing anakin stay protect senator costs priority"
"743","ANAKIN","understood master"
"744","PADME","time save half galaxy geonosis parsec"
"745","ANAKIN","alive"
"746","PADME","annie sit die friend mentor"
"747","ANAKIN","father heard master windu gave strict orders stay"
"748","PADME","gave strict orders protect"
"749","PADME","save obi-wan plan protect"
"750","MACE WINDU","longer wait stronger dooku's armies wait senate make mind granting chancellor emergency powers order clone army authority"
"751","YODA","agreed master windu hundred jedi send hope"
"752","MAS AMEDDA","order order"
"753","PALPATINE","regrettable absence senator amidala chair recognises senior representative naboo jar jar binks"
"754","JAR JAR","senators dellow felagates"
"755","MAS AMEDDA","order senate accord representative courtesy hearing"
"756","JAR JAR","response direct threat republic confederacy independent systems propose senate emergency powers supreme chancellor"
"757","JAR JAR","deny exceptional times exceptional times demand exceptional measures exceptional measures demand exceptional men"
"758","ORN FREE TAA","support dictator"
"759","JAR JAR","sentiment agrees shadow war dispersed bright day liberty dawned power give supreme chancellor gladly swiftly returned ancient liberties restored burnished brightly"
"760","PALPATINE","great reluctance agreed calling love democracy love republic fact crisis demanding absolute power rule evident mild nature desire destroy democratic process power give lay crisis abated promise return current term office retire live life peace"
"761","MAS AMEDDA","proceed vote favor granting emergency powers supreme chancellor signal ate time opposed"
"762","ANAKIN","hey"
"763","PADME","find obi-wan"
"764","ANAKIN",""
"765","PADME",""
"766","ANAKIN","letting dangerous"
"767","PADME",""
"768","ANAKIN","job protect dangerous final"
"769","PADME","give orders annie senator galactic republic authority restrain direct remember place young man protect stay"
"770","C-3PO","artoo confusing moment generating pleasant mutual attraction waves violent hostility programmed understand doubt"
"771","PADME","empty"
"772","PADME","wait"
"773","COUNT DOOKU","senator amidala heard"
"774","PADME","count dooku assume"
"775","COUNT DOOKU","delighted meet great deal discuss senator hope young jedi control"
"776","PADME","worry housebroken"
"777","PADME","holding jedi knight obi wan kenobi formally requesting turn"
"778","COUNT DOOKU","convicted espionage senator executed hours"
"779","PADME","officer republic"
"780","COUNT DOOKU","recognise republic senator naboo join alliance easily hear plea clemency"
"781","PADME","join rebellion assume jedi die"
"782","COUNT DOOKU","make join senator rational honest representative people assume interest fed corruption bureaucrats hypocrisy honest senator"
"783","PADME","ideals alive count institution failing"
"784","COUNT DOOKU","ideals ideals striving make prominent"
"785","PADME","true stay republic chancellor palpatine put things"
"786","COUNT DOOKU","chancellor means m'lady incompetent promised cut bureaucracy bureaucrats stronger senator republic fixed time start democratic process republic sham shell game played voters long cult greed called republic lose pretext democracy freedom"
"787","PADME","forsake honoured worked betray republic treaties trade federation commerce guilds count happening government bought business business government"
"788","COUNT DOOKU","betray jedi friends co-operation stop execution"
"789","PADME","happen executed"
"790","COUNT DOOKU","offence individuals strong interest demise m'lady politics afraid purely personal paid great sums assassinated push hard included executions co-operate turn geonosians justice"
"791","JANGO FETT","weapon"
"792","COUNT DOOKU","lot bloodshed young jedi escape"
"793","PADME","anakin"
"794","SUN RIT","charged found guilty espionage"
"795","POGGLE","sentence carried"
"796","PADME","committing act war archduke hope prepared consequences"
"797","POGGLE","build weapons senator business prepared"
"798","NUTE GUNRAY","carry sentence suffer"
"799","POGGLE","jedi friend waiting senator arena"
"800","ANAKIN","afraid"
"801","PADME","afraid die dying bit day back life"
"802","ANAKIN","talking"
"803","PADME","love"
"804","ANAKIN","love thought decided fall love forced live lie destroy lives"
"805","PADME","lives destroyed love puzzle annie answers control care deeply love die"
"806","ANAKIN","desire cured love long short vow spend rest life"
"807","OBI-WAN","beginning message"
"808","ANAKIN","retransmitted requested master decided rescue"
"809","OBI-WAN","good job"
"810","SUN RIT","felons convicted espionage sovereign system geonosis sentence death carried public arena henceforth"
"811","POGGLE","executions begin"
"812","ANAKIN","bad feeling"
"813","OBI-WAN","left"
"814","ANAKIN","padme"
"815","OBI-WAN","top things"
"816","NUTE GUNRAY","foul shoot"
"817","ANAKIN",""
"818","PADME","sort"
"819","ANAKIN","jump"
"820","NUTE GUNRAY","supposed jango finish"
"821","COUNT DOOKU","patience viceroy die"
"822","C-3PO","long time suppose something's happened"
"823","C-3PO","danger dull planet back shortly stop worrying artoo"
"824","COUNT DOOKU","master windu pleasant join time moment truth boys training"
"825","MACE WINDU","disappoint dooku party's"
"826","COUNT DOOKU","brave stupid jedi friend impossibly outnumbered"
"827","MACE WINDU","jedi worth hundred geonosians"
"828","COUNT DOOKU","geonosians thinking jedi hold thousand battle droids"
"829","C-3PO","hear scaring stop imagining things"
"830","OBI-WAN","someone's shut droids"
"831","MACE WINDU","worry care"
"832","PLO KOON","chance"
"833","KI-ADI-MUNDI","system's active feature independent control system"
"834","COUNT DOOKU","master windu"
"835","COUNT DOOKU","fought gallantly worthy recognition history archives jedi order finished surrender lives spared"
"836","MACE WINDU","hostages barter dooku"
"837","COUNT DOOKU","friend destroyed"
"838","PADME",""
"839","YODA","hurry hurry"
"840","YODA","battalions left encircle divide"
"841","C-3PO","heard time celebration"
"842","OBI-WAN","hold"
"843","ANAKIN","dooku"
"844","ANAKIN","padme"
"845","ANAKIN","put ship"
"846","OBI-WAN","forget dooku"
"847","ANAKIN","land ship"
"848","OBI-WAN","personal feelings job"
"849","ANAKIN","care back"
"850","OBI-WAN","anakin"
"851","OBI-WAN","follow speeder"
"852","DROID CAPTAIN","excellency"
"853","COUNT DOOKU","captain stand leave"
"854","OBI-WAN","move slowly"
"855","ANAKIN","taking"
"856","OBI-WAN","anakin"
"857","ANAKIN","pay jedi killed today dooku"
"858","COUNT DOOKU","kenobi jedi powers back"
"859","OBI-WAN",""
"860","COUNT DOOKU","ah"
"861","COUNT DOOKU","spent ten years learning power dark side infinitely greater power"
"862","OBI-WAN","prove"
"863","COUNT DOOKU","grand master kenobi disappoint yoda holds high esteem"
"864","COUNT DOOKU","surely surprised jedi swordsmanship degenerated quickly make fun"
"865","COUNT DOOKU","master kenobi put misery"
"866","COUNT DOOKU","brave boy foolish thought learnt lesson"
"867","ANAKIN","slow learner"
"868","COUNT DOOKU","unusual powers young padawan save time"
"869","ANAKIN","bet"
"870","OBI-WAN","anakin"
"871","COUNT DOOKU","master yoda powerful"
"872","YODA","count dooku interest contests"
"873","YODA","end count"
"874","COUNT DOOKU",""
"875","PADME","anakin"
"876","CLONE CAPTAIN","resistance end general orders"
"877","COUNT DOOKU","force master"
"878","DARTH SIDIOUS","home lord tyranus"
"879","COUNT DOOKU","bring good news lord war begun"
"880","DARTH SIDIOUS","excellent planned"
"881","MACE WINDU","apprentice"
"882","OBI-WAN","back naboo escorting senator amidala home"
"883","OBI-WAN","admit clones victory"
"884","YODA","victory victory"
"885","YODA","victory defeat master obi-wan begun clone war"
