doc_id;from;to;text;where;number;nouns;determiners;conjunctions;adjectives;prepositions;pronouns;verbs;adverbs;undefined;time
166;JAR JAR;OBI-WAN;Monstairs back!;INT. SUB COCKPIT - UNDERWATER;2;0;0;0;0;0;0;0;0;0;18
167;QUI-GON;JAR JAR;Relax.;INT. SUB COCKPIT - UNDERWATER;1;0;0;0;0;0;0;0;0;0;9
168;OBI-WAN;QUI-GON;You overdid it.;INT. SUB COCKPIT - UNDERWATER;3;0;0;0;0;0;0;0;0;0;27
169;QUI-GON;OBI-WAN;Head for that outcropping.;INT. SUB COCKPIT - UNDERWATER;4;0;0;0;0;0;0;0;0;0;36
170;JAR JAR;QUI-GON;Wesa dead yet? Oie Boie!;INT. SUB COCKPIT - UNDERWATER;5;0;0;0;0;0;0;0;0;0;45
171;OOM-9;NUTE;Viceroy, we have captured the queen.;EXT. THEED PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
172;NUTE;RUNE;Ah, victory!;EXT. THEED PLAZA - DAY;2;0;0;0;0;0;0;0;0;0;18
173;JAR JAR;OBI-WAN;Wesa dude it!;INT. NABOO LAKE - UNDERWATER - SUB (FX);3;0;0;0;0;0;0;0;0;0;27
174;BIBBLE;NUTE;how will you explain this invasion to the Senate?;INT. THEED - PALACE THRONE ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
175;NUTE;BIBBLE;The Naboo and the Federation will forge a treaty that will legitimize our occupation here. I've been assured it will be ratified by the Senate.;INT. THEED - PALACE THRONE ROOM - DAY;25;0;0;0;0;0;0;0;0;0;225
176;AMIDALA;NUTE;I will not co-operate.;INT. THEED - PALACE THRONE ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
177;NUTE;AMIDALA;Now, now, your Highness. You are not going to like what we have in store for your people. In time, their suffering will persuade you to see our point of view. Commander. Process them.;INT. THEED - PALACE THRONE ROOM - DAY;34;0;0;0;0;0;0;0;0;0;306
178;OOM-9;OOM-CAPTAIN;Yes, sir! Take them to Camp Four.;INT. THEED - PALACE THRONE ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
179;QUI-GON;AMIDALA;We should leave the street, Your Highness.;EXT. PALACE - PLAZA - DAY;7;0;0;0;0;0;0;0;0;0;63
180;CAPT. PANAKA;SOLDIER;Get their weapons.;EXT. PALACE - PLAZA - DAY;3;0;0;0;0;0;0;0;0;0;27
181;JAR JAR;QUI-GON;Yousa guys bombad!;EXT. PALACE - PLAZA - DAY;3;0;0;0;0;0;0;0;0;0;27
182;QUI-GON;AMIDALA;Your Highness, we are the Ambassadors, for the Supreme Chancellor.;EXT. PALACE - PLAZA - DAY;10;0;0;0;0;0;0;0;0;0;90
183;BIBBLE;QUI-GON;Your negotiations seem;EXT. PALACE - PLAZA - DAY;0;0;0;0;0;0;0;0;0;0;0
184;QUI-GON;BIBBLE;The negotiations never took place. Your Highness, we must make contact with the republic.;EXT. PALACE - PLAZA - DAY;14;0;0;0;0;0;0;0;0;0;126
185;CAPT. PANAKA;QUI-GON;They've knocked out all our communications.;EXT. PALACE - PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
186;QUI-GON;CAPT. PANAKA;Do you have transports?;EXT. PALACE - PLAZA - DAY;4;0;0;0;0;0;0;0;0;0;36
187;CAPT. PANAKA;QUI-GON;In the main hanger. This way.;EXT. PALACE - PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
188;CAPT. PANAKA;QUI-GON;There are too many of them.;INT. CENTRAL HANGER - HALLWAY - DAY;6;0;0;0;0;0;0;0;0;0;54
189;QUI-GON;AMIDALA;That won't be a problem. Your Highness, under the circumstances, I suggest you come to Coruscant with us.;INT. CENTRAL HANGER - HALLWAY - DAY;18;0;0;0;0;0;0;0;0;0;162
190;AMIDALA;QUI-GON;Thank you, Ambassador, but my place is here with my people.;INT. CENTRAL HANGER - HALLWAY - DAY;11;0;0;0;0;0;0;0;0;0;99
191;QUI-GON;AMIDALA;They will kill you if you stay.;INT. CENTRAL HANGER - HALLWAY - DAY;7;0;0;0;0;0;0;0;0;0;63
192;BIBBLE;QUI-GON;They wouldn’t dare;INT. CENTRAL HANGER - HALLWAY - DAY;0;0;0;0;0;0;0;0;0;0;0
193;CAPT. PANAKA;QUI-GON;They need her to sign a treaty to make this invasion of theirs legal. They can't afford to kill her.;INT. CENTRAL HANGER - HALLWAY - DAY;20;0;0;0;0;0;0;0;0;0;180
194;QUI-GON;AMIDALA;The situation here is not what it seems. There is something else behind all this, Your Highness. There is no logic in the Federation's move here. My feelings tell me they will destroy you.;INT. CENTRAL HANGER - HALLWAY - DAY;34;0;0;0;0;0;0;0;0;0;306
195;BIBBLE;AMIDALA;Our only hope is for the Senate to side with us Senator Palpatine will need your help.;INT. CENTRAL HANGER - HALLWAY - DAY;17;0;0;0;0;0;0;0;0;0;153
196;AMIDALA;BIBBLE;Either choice presents a great risk to all of us;INT. CENTRAL HANGER - HALLWAY - DAY;10;0;0;0;0;0;0;0;0;0;90
197;PADME;AMIDALA;We are brave, Your Highness.;INT. CENTRAL HANGER - HALLWAY - DAY;5;0;0;0;0;0;0;0;0;0;45
198;QUI-GON;AMIDALA;If you are to leave, Your Highness, it must be now.;INT. CENTRAL HANGER - HALLWAY - DAY;11;0;0;0;0;0;0;0;0;0;99
199;AMIDALA;QUI-GON;Then, I will plead our case before the Senate. Be careful, Governor.;INT. CENTRAL HANGER - HALLWAY - DAY;12;0;0;0;0;0;0;0;0;0;108
200;CAPT. PANAKA;QUI-GON;We need to free those pilots.;INT. CENTRAL HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
201;QUI-GON;CAPT. PANAKA;I'll deal with that.;INT. CENTRAL HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
202;GUARD DROID;QUI-GON;Halt.;INT. CENTRAL HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
203;QUI-GON;GUARD DROID;I'm Ambassador for the Supreme Chancellor, and I'm taking those people to Coruscant.;INT. CENTRAL HANGER - DAY;13;0;0;0;0;0;0;0;0;0;117
204;GUARD DROID;QUI-GON;Where are you taking them?;INT. CENTRAL HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
205;QUI-GON;GUARD DROID;To Coruscant.;INT. CENTRAL HANGER - DAY;2;0;0;0;0;0;0;0;0;0;18
206;GUARD DROID;QUI-GON;Coruscant? Uh, that doesn't compute. Uh, wait. Uh, you're under arrest.;INT. CENTRAL HANGER - DAY;13;0;0;0;0;0;0;0;0;0;117
207;CAPT. PANAKA;PADME;Come on. Move!;INT. CENTRAL HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
208;OBI-WAN;PILOTS;GO!;INT. CENTRAL HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
209;RIC OLIE;QUI-GON;our communications are still jammed.;INT. NABOO SPACECRAFT - COCKPIT;5;0;0;0;0;0;0;0;0;0;45
210;OBI-WAN;JAR JAR;Now stay here, and keep out of trouble.;INT. NABOO SPACECRAFT - DROID HOLD;8;0;0;0;0;0;0;0;0;0;72
211;JAR JAR;JAR JAR;Ello, boyos.;INT. NABOO SPACECRAFT - DROID HOLD;2;0;0;0;0;0;0;0;0;0;18
212;RIC OLIE;QUI-GON;There's the blockade.;INT. NABOO SPACECRAFT - DROID HOLD;3;0;0;0;0;0;0;0;0;0;27
213;RIC OLIE;QUI-GON;The shield generator's been hit!;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
214;OBI-WAN;RIC OLIE;We're losing droids fast.;INT. NABOO SPACECRAFT - DROID HOLD;4;0;0;0;0;0;0;0;0;0;36
215;RIC OLIE;OBI-WAN;If we can't get the shield generator fixed, we'll be sitting ducks.;INT. NABOO SPACECRAFT - DROID HOLD;12;0;0;0;0;0;0;0;0;0;108
216;RIC OLIE;OBI-WAN;The shields are gone.;INT. NABOO SPACECRAFT - DROID HOLD;4;0;0;0;0;0;0;0;0;0;36
217;RIC OLIE;OBI-WAN;Powers back! That little droid did it. He bypassed the main power drive. Deflector shield up, at maximum.;INT. NABOO SPACECRAFT - DROID HOLD;18;0;0;0;0;0;0;0;0;0;162
218;RIC OLIE;OBI-WAN;There's not enough power to get us to Coruscant the hyperdrive is leaking.;INT. NABOO SPACECRAFT - DROID HOLD;13;0;0;0;0;0;0;0;0;0;117
219;QUI-GON;RIC OLIE;We'll have to land somewhere to refuel and repair the ship.;INT. NABOO SPACECRAFT - DROID HOLD;11;0;0;0;0;0;0;0;0;0;99
220;OBI-WAN;QUI-GON;Here, Master. Tatooine. It's small, out of the way, poor The Trade Federation has no presence there.;INT. NABOO SPACECRAFT - DROID HOLD;17;0;0;0;0;0;0;0;0;0;153
221;CAPT. PANAKA;OBI-WAN;How can you be sure?;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
222;QUI-GON;CAPT. PANAKA;It's controlled by the Hutts;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
223;CAPT. PANAKA;QUI-GON;You can't take Her Royal Highness there! The Hutts are gangsters If they discovered her;INT. NABOO SPACECRAFT - DROID HOLD;15;0;0;0;0;0;0;0;0;0;135
224;QUI-GON;CAPT. PANAKA;It would be no different than if we landed on a system controlled by the Federation except the Hutts aren't looking for her, which gives us an advantage.;INT. NABOO SPACECRAFT - DROID HOLD;28;0;0;0;0;0;0;0;0;0;252
225;DARTH SIDIOUS;NUTE;And Queen Amidala, has she signed the treaty?;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;8;0;0;0;0;0;0;0;0;0;72
226;NUTE;DARTH SIDIOUS;She has disappeared, My Lord. One Naboo cruiser got pat the blockade.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;12;0;0;0;0;0;0;0;0;0;108
227;DARTH SIDIOUS;NUTE;Viceroy, find her! I want that treaty signed.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;8;0;0;0;0;0;0;0;0;0;72
228;NUTE;DARTH SIDIOUS;My Lord, it's impossible to locate the ship. It's out of our range.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;13;0;0;0;0;0;0;0;0;0;117
229;DARTH SIDIOUS;NUTE;not for a Sith. Viceroy, this is my apprentice. Lord Maul. He will find your lost ship.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;17;0;0;0;0;0;0;0;0;0;153
230;NUTE;RUNE;This is getting out of hand now there are two of them.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;12;0;0;0;0;0;0;0;0;0;108
231;RUNE;NUTE;We should not have made this bargain.;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;7;0;0;0;0;0;0;0;0;0;63
232;CAPT. PANAKA;AMIDALA;An extremely well put together little droid. Without a doubt, it saved the ship, as well as our lives.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;19;0;0;0;0;0;0;0;0;0;171
233;AMIDALA;CAPT. PANAKA;It is to be commended what is its number?;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;9;0;0;0;0;0;0;0;0;0;81
234;CAPT. PANAKA;AMIDALA;R2-D2, Your Highness.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;3;0;0;0;0;0;0;0;0;0;27
235;AMIDALA;ARTOO;Thank you, ARTOO Detoo. You have proven to be very loyal Padme;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;12;0;0;0;0;0;0;0;0;0;108
236;ARTOO;AMIDALA;Beeps;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;1;0;0;0;0;0;0;0;0;0;9
237;AMIDALA;PADME;Clean this droid up the best you can. It deserves our gratitude.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;12;0;0;0;0;0;0;0;0;0;108
238;AMIDALA;CAPT. PANAKA;Continue, Captain.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;2;0;0;0;0;0;0;0;0;0;18
239;QUI-GON;AMIDALA;Your Highness, we are heading for a remote planet called Tatooine. It is a system far beyond the reach of the Trade Federation.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;23;0;0;0;0;0;0;0;0;0;207
240;CAPT. PANAKA;AMIDALA;I do not agree with the Jedi on this.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;9;0;0;0;0;0;0;0;0;0;81
241;QUI-GON;AMIDALA;You must trust my judgment, Your Highness.;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;7;0;0;0;0;0;0;0;0;0;63
242;JAR JAR;PADME;Hidoe! Sorry, nomeanen to scare yousa.;INT. NABOO SPACECRAFT - MAIN AREA;6;0;0;0;0;0;0;0;0;0;54
243;ARTOO;PADME;beeps;INT. NABOO SPACECRAFT - MAIN AREA;1;0;0;0;0;0;0;0;0;0;9
244;JAR JAR;PADME;Mesa Ja Ja Binksss;INT. NABOO SPACECRAFT - MAIN AREA;4;0;0;0;0;0;0;0;0;0;36
245;PADME;JAR JAR;I'm Padme, I attend Her Highness, You're a Gungan, aren't you? How did you end up here with us?;INT. NABOO SPACECRAFT - MAIN AREA;19;0;0;0;0;0;0;0;0;0;171
246;JAR JAR;PADME;Me no know mesa day starten pitty okeyday witda brisky morning munchen. Den boom getten berry skeered, un grabbed dat Jedi, and before mesa knowen it pow! Mesa here. Getten berry berry skeered.;INT. NABOO SPACECRAFT - MAIN AREA;33;0;0;0;0;0;0;0;0;0;297
247;ARTOO;JAR JAR;beeps;INT. NABOO SPACECRAFT - MAIN AREA;1;0;0;0;0;0;0;0;0;0;9
248;OBI-WAN;QUI-GON;That's it. Tatooine.;INT. NABOO SPACECRAFT - COCKPIT;3;0;0;0;0;0;0;0;0;0;27
249;RIC OLIE;QUI-GON;There's a settlement a spaceport, looks like.;INT. NABOO SPACECRAFT - COCKPIT;7;0;0;0;0;0;0;0;0;0;63
250;QUI-GON;RIC OLIE;Land near the outskirts. We don't want to attract any attention.;INT. NABOO SPACECRAFT - COCKPIT;11;0;0;0;0;0;0;0;0;0;99
251;OBI-WAN;QUI-GON;The Hyperdrive generator is gone. We will need a new one.;EXT. NABOO SPACECRAFT - MAIN AREA;11;0;0;0;0;0;0;0;0;0;99
252;QUI-GON;OBI-WAN;That'll complicate things. Be wary. I sense a disturbance in the Force.;EXT. NABOO SPACECRAFT - MAIN AREA;12;0;0;0;0;0;0;0;0;0;108
253;OBI-WAN;QUI-GON;I fell it also, Master.;EXT. NABOO SPACECRAFT - MAIN AREA;5;0;0;0;0;0;0;0;0;0;45
254;QUI-GON;OBI-WAN;Don't let them send any transmissions.;EXT. NABOO SPACECRAFT - MAIN AREA;6;0;0;0;0;0;0;0;0;0;54
255;JAR JAR;QUI-GON;Dis sun doen murder tada skin.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;6;0;0;0;0;0;0;0;0;0;54
256;CAPT. PANAKA;QUI-GON;Wait ! Her Highness commands you to take her handmaiden with you. She wishes for her to observe the local;EXT. TATOOINE - DESERT - SPACESHIP - DAY;20;0;0;0;0;0;0;0;0;0;180
257;QUI-GON;CAPT. PANAKA;No more commands from Her Highness today, Captain. This spaceport is not going to be pleasant;EXT. TATOOINE - DESERT - SPACESHIP - DAY;16;0;0;0;0;0;0;0;0;0;144
258;CAPT. PANAKA;QUI-GON;The Queen wishes it. She is curious about this planet.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;10;0;0;0;0;0;0;0;0;0;90
259;QUI-GON;CAPT. PANAKA;This is not a good idea. Stay close to me.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;10;0;0;0;0;0;0;0;0;0;90
260;ARTOO;QUI-GON;beeps;EXT. TATOOINE - DESERT - SPACESHIP - DAY;1;0;0;0;0;0;0;0;0;0;9
261;QUI-GON;PADME;moisture farms for the most part, but also a few indigenous tribes and scavengers. The few spaceports like this one are havens for those who do not wish to be found;EXT. MOS ESPA - STREET - DAY;31;0;0;0;0;0;0;0;0;0;279
262;PADME;QUI-GON;like us.;EXT. MOS ESPA - STREET - DAY;2;0;0;0;0;0;0;0;0;0;18
263;JAR JAR;QUI-GON;Dissen berry, berry bad. Icky, icky goo!;EXT. MOS ESPA - STREET - DAY;7;0;0;0;0;0;0;0;0;0;63
264;QUI-GON;PADME;We'll try one of the smaller dealers.;EXT. MOS ESPA - JUNK DEALER PLAZA - DAY;7;0;0;0;0;0;0;0;0;0;63
265;WATTO;QUI-GON;Good day to you.;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
266;QUI-GON;WATTO;I need parts for a J-type 327 Nubian.;INT. WATTO'S JUNK SHOP - DAY;8;0;0;0;0;0;0;0;0;0;72
267;WATTO;QUI-GON;Ah yes, ah yes. Nubian. We have lots of that. What kinda junk? Peedenkel! Naba dee unko;INT. WATTO'S JUNK SHOP - DAY;17;0;0;0;0;0;0;0;0;0;153
268;QUI-GON;WATTO;My droid here has a readout of what I need.;INT. WATTO'S JUNK SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
269;WATTO;QUI-GON;Coona tee-tocky malia?;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
270;ANAKIN;WATTO;Mel tassa cho-passa;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
271;WATTO;ANAKIN;Chut-Chut! Ganda doe wallya. Me dwana no bata. Soooo, let me take- a thee out back. Ni you'll find what you need.;INT. WATTO'S JUNK SHOP - DAY;22;0;0;0;0;0;0;0;0;0;198
272;QUI-GON;JAR JAR;Don't touch anything.;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
273;ANAKIN;PADME;Are you an angel?;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
274;PADME;ANAKIN;What?;INT. WATTO'S JUNK SHOP - DAY;1;0;0;0;0;0;0;0;0;0;9
275;ANAKIN;PADME;An angel. I've heard the deep space pilots talk about them. They live on the Moons of Iego I think. They are the most beautiful creatures in the universe. They are good and kind, and so pretty they make even the most hardened spice pirate cry.;INT. WATTO'S JUNK SHOP - DAY;46;0;0;0;0;0;0;0;0;0;414
276;PADME;ANAKIN;You're a funny little boy. How do you know so much?;INT. WATTO'S JUNK SHOP - DAY;11;0;0;0;0;0;0;0;0;0;99
277;ANAKIN;PADME;I listen to all the traders and star pilots who come through here. I'm a pilot, you know, and someday I'm gonna fly away from this place.;INT. WATTO'S JUNK SHOP - DAY;27;0;0;0;0;0;0;0;0;0;243
278;PADME;ANAKIN;You're a pilot?;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
279;ANAKIN;PADME;All my life.;INT. WATTO'S JUNK SHOP - DAY;2;0;0;0;0;0;0;0;0;0;18
280;PADME;ANAKIN;How long have you been here?;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
281;ANAKIN;PADME;Since I was very little, three, I think. My Mom and I were sold to Gardulla the Hutt, but she lost us, betting on the Podraces, to Watto, who's a lot better master than Gardulla, I think.;INT. WATTO'S JUNK SHOP - DAY;37;0;0;0;0;0;0;0;0;0;333
282;PADME;ANAKIN;You're a slave?;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
283;ANAKIN;PADME;I am a person! My name is Anakin.;INT. WATTO'S JUNK SHOP - DAY;8;0;0;0;0;0;0;0;0;0;72
284;PADME;ANAKIN;I'm sorry. I don't fully understand. This is a strange world to me.;INT. WATTO'S JUNK SHOP - DAY;13;0;0;0;0;0;0;0;0;0;117
285;ANAKIN;PADME;Hit the nose!;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
286;WATTO;QUI-GON;Here it is a T-14 hyperdrive generator! Thee in luck, I'm the only one hereabouts who has one but thee might as well buy a new ship. It would be cheaper, I think Sying of which, how's thee going to pay for all this?;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;44;0;0;0;0;0;0;0;0;0;396
287;QUI-GON;WATTO;I have 20,000 Republic dataries.;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
288;WATTO;QUI-GON;Republic credits?!? Republic credits are no good out here. I need something more real;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;14;0;0;0;0;0;0;0;0;0;126
289;QUI-GON;WATTO;I don't have anything else. But credits will do fine.;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
290;WATTO;QUI-GON;No they won'ta.;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
291;QUI-GON;WATTO;Credits will do fine.;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
292;WATTO;QUI-GON;No, they won'ta. What you think you're some kinda Jedi, waving your hand around like that? I'm a Toydarian. Mind tricks don'ta work on me-only money. No money, no parts! No deal! And no one else has a T-14 hyperdrive, I promise you that.;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;44;0;0;0;0;0;0;0;0;0;396
293;ANAKIN;PADME;wouldn't have lasted long if I weren't so good at fixing things. I'm making my own droid;INT. WATTO'S JUNK SHOP - DAY;17;0;0;0;0;0;0;0;0;0;153
294;QUI-GON;PADME;We're leaving.;INT. WATTO'S JUNK SHOP - DAY;2;0;0;0;0;0;0;0;0;0;18
295;PADME;ANAKIN;I'm glad I met you, Anakin;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
296;ANAKIN;PADME;I'm glad I met you too.;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
297;WATTO;ANAKIN;Ootmians! Tinka me chasa hopoe ma booty na nolia.;INT. WATTO'S JUNK SHOP - DAY;9;0;0;0;0;0;0;0;0;0;81
298;ANAKIN;WATTO;La lova num botaffa.;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
299;WATTO;ANAKIN;Fweepa niaga. Tolpa da bunky dunko.;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
300;QUI-GON;OBI-WAN;You're sure there isn't anything of value left on board?;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
301;OBI-WAN;QUI-GON;A few containers of supplies, the Queen's wardrobe, maybe. Not enough for you to barter with. Not in the amounts you're talking about.;EXT. MOS ESPA - STREET - ALCOVE - DAY;23;0;0;0;0;0;0;0;0;0;207
302;QUI-GON;OBI-WAN;All right. Another solution will present itself. I'll check back.;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
303;JAR JAR;QUI-GON;Noah gain da beings hereabouts cawazy. Wesa be robbed un crunched.;EXT. MOS ESPA - STREET - ALCOVE - DAY;11;0;0;0;0;0;0;0;0;0;99
304;QUI-GON;JAR JAR;Not likely. We have nothing of value, that's our problem.;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
305;ARTOO;QUI-GON;beeps;EXT. MOS ESPA - STREET - ALCOVE - DAY;1;0;0;0;0;0;0;0;0;0;9
306;VENDOR;JAR JAR;Hey, that will be seven truguts!;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
307;SEBULBA;JAR JAR;Chuba!;EXT. MOS ESPA - STREET - MARKET - DAY;1;0;0;0;0;0;0;0;0;0;9
308;JAR JAR;SEBULBA;Who, mesa?;EXT. MOS ESPA - STREET - MARKET - DAY;2;0;0;0;0;0;0;0;0;0;18
309;SEBULBA;JAR JAR;Ni chuba na?;EXT. MOS ESPA - STREET - MARKET - DAY;3;0;0;0;0;0;0;0;0;0;27
310;JAR JAR;SEBULBA;Why mesa always da one?;EXT. MOS ESPA - STREET - MARKET - DAY;5;0;0;0;0;0;0;0;0;0;45
311;ANAKIN;SEBULBA;Chess ko, Sebulba Coo wolpa tooney rana.;EXT. MOS ESPA - STREET - MARKET - DAY;7;0;0;0;0;0;0;0;0;0;63
312;SEBULBA;ANAKIN;Tooney rana nu pratta dunko, shag.;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
313;ANAKIN;SEBULBA;Oh da Hutt cha porko ootman geesa me teesa rodda co pana pee choppa chawa.;EXT. MOS ESPA - STREET - MARKET - DAY;15;0;0;0;0;0;0;0;0;0;135
314;SEBULBA;ANAKIN;Neek me chowa, wermo, mo killee ma klounkee Una noto wo shag, me wompity du pom pom.;EXT. MOS ESPA - STREET - MARKET - DAY;17;0;0;0;0;0;0;0;0;0;153
315;ANAKIN;SEBULBA;Eh, chee bana do mullee ra.;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
316;ANAKIN;QUI-GON;Hi!;EXT. MOS ESPA - STREET - MARKET - DAY;1;0;0;0;0;0;0;0;0;0;9
317;QUI-GON;ANAKIN;Hi there.;EXT. MOS ESPA - STREET - MARKET - DAY;2;0;0;0;0;0;0;0;0;0;18
318;ANAKIN;QUI-GON;Your buddy here was about to be turned into orange goo. He picked a fight with a Dug. An especially dangerous Dug called Sebulba.;EXT. MOS ESPA - STREET - MARKET - DAY;24;0;0;0;0;0;0;0;0;0;216
319;JAR JAR;ANAKIN;Nosir, nosir. Mesa hate crunchen. Dat's da last ting mesa wanten.;EXT. MOS ESPA - STREET - MARKET - DAY;11;0;0;0;0;0;0;0;0;0;99
320;QUI-GON;JAR JAR;Nevertheless, the boy is right you were heading for trouble. Thank you, my young friend.;EXT. MOS ESPA - STREET - MARKET - DAY;15;0;0;0;0;0;0;0;0;0;135
321;JAR JAR;QUI-GON;Mesa doen nutten!;EXT. MOS ESPA - STREET - MARKET - DAY;3;0;0;0;0;0;0;0;0;0;27
322;OBI-WAN;CAPT. PANAKA;This storm's going to slow them down.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;7;0;0;0;0;0;0;0;0;0;63
323;CAPT. PANAKA;OBI-WAN;It looks pretty bad. We'd better seal the ship.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;9;0;0;0;0;0;0;0;0;0;81
324;CAPT. PANAKA;CONTROLLER;Yes?;EXT. TATOOINE - DESERT - SPACESHIP - DAY;1;0;0;0;0;0;0;0;0;0;9
325;CONTROLLER;CAPT. PANAKA;Receiving a message from home.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;5;0;0;0;0;0;0;0;0;0;45
326;CAPT. PANAKA;CONTROLLER;We'll be right there.;EXT. TATOOINE - DESERT - SPACESHIP - DAY;4;0;0;0;0;0;0;0;0;0;36
327;ANAKIN;QUI-GON;Here, you'll like these pallies. Here.;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;6;0;0;0;0;0;0;0;0;0;54
328;QUI-GON;ANAKIN;Thank you.;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;2;0;0;0;0;0;0;0;0;0;18
329;JIRA;ANAKIN;My bones are aching. Storm's coming up, Ani. You better get home quick.;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;13;0;0;0;0;0;0;0;0;0;117
330;ANAKIN;QUI-GON;Do you have shelter?;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;4;0;0;0;0;0;0;0;0;0;36
331;QUI-GON;ANAKIN;We'll head back to our ship.;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;6;0;0;0;0;0;0;0;0;0;54
332;ANAKIN;QUI-GON;Is it far?;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;3;0;0;0;0;0;0;0;0;0;27
333;PADME;ANAKIN;On the outskirts.;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;3;0;0;0;0;0;0;0;0;0;27
